11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,-1,-1,-1,-1,-1,-1,-1073741708,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741704,-1073741707,42,42,42,-1610612619,-1073741704,-1073741704,-1073741704,-1610612620,-1,-1,11
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741708,-1073741707,23,-1610612619,-1610612620,-1,-1,-1,-1,-1,-1,11
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741708,-1073741704,-1610612620,-1,-1,-1,-1,-1,-1,-1,11
11,-1,-1,-1,-1,-1,-1,1610612847,115,115,115,115,115,115,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
11,116,-1,-1,-1,-1,-1,1610612851,142,144,21,21,21,21,122,-1610612624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612852,120,120,11
11,-1610612616,-1,-1,-1,-1,-1,132,143,145,21,21,21,-1610612622,-1610612625,-1,-1,-1,1610612847,115,-1610612604,-1610612604,-1610612604,-1610612609,-1,-1,-1,-1,-1,-1,-1,1610612856,42,42,11
11,117,116,-1,-1,-1,-1,1610612863,1610612864,21,21,21,21,-1610612621,-1,-1,-1,1610612847,1610612850,21,21,21,19,-1610612608,-1,-1,-1,-1,-1,-1,-1,1610612856,-1073741685,23,11
11,42,-1610612616,-1,-1,-1,-1,-1,1610612863,1610612868,1610612868,1610612864,-1073741696,-1073741697,-1,-1,1610612847,1610612850,21,21,21,21,21,19,137,-1,1610612873,-1,-1,-1,-1,1610612856,23,139,11
11,23,117,116,-1,-1,-1,-1,-1,-1,-1,1610612863,-1073741697,-1,-1,-1,-1073741713,-1073741710,21,21,21,21,21,19,-1,-1,-1,-1073741687,-1,-1,-1,1610612856,-1073741685,23,11
11,23,23,-1610612616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741713,-1073741710,21,21,21,21,19,-1,-1,-1,137,-1,-1,-1,1610612856,23,23,11
11,42,42,117,116,-1,-1,127,-1610612604,115,111,-1,-1,147,150,153,-1,-1,-1073741713,-1073741709,-1073741709,-1073741710,19,19,-1,-1610612599,-1,-1,-1,1610612852,120,1610612853,23,-1073741685,11
11,23,23,23,-1610612616,-1,-1,132,21,21,122,-1610612624,-1,148,151,154,-1,-1,-1,-1,-1,-1073741713,1610612868,1610612868,-1,-1,-1,-1,-1,1610612856,23,23,23,23,11
11,23,23,-1610612619,-1610612620,-1,-1,1610612863,1610612868,-1073741709,-1610612625,-1,-1,149,152,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612856,139,23,1610612875,23,11
11,42,23,-1610612616,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612856,42,42,42,42,11
11,42,-1610612619,-1610612620,-1,-1,-1,-1,-1,-1,-1,1610612847,111,-1,-1,-1,1610612848,123,-1610612604,-1610612604,-1610612604,-1610612604,-1610612609,-1,-1,-1,-1,-1,-1,-1073741708,-1073741704,-1073741704,-1073741704,-1073741704,11
11,23,-1610612616,-1,-1,-1,-1,-1,127,115,115,1610612850,114,111,-1,-1,-1,1610612851,21,19,19,19,-1610612608,-1610612604,-1610612609,-1,-1,-1,-1,-1,-1,-1,-1,-1,11
11,-1610612619,-1610612620,-1,-1,-1,-1,127,128,21,-1073741683,140,7,114,-1610612609,-1,-1,1610612851,141,140,-1073741684,1610612877,19,19,133,-1610612607,-1,-1,-1,-1,-1,-1,-1,-1,11
11,-1610612616,-1,-1,-1,-1,-1,1610612863,1610612868,-1073741709,-1073741709,-1073741709,-1073741709,-1073741709,-1073741697,-1,-1,-1073741713,-1073741709,-1073741709,-1073741709,-1073741709,1610612868,1610612868,-1073741697,-1,-1,-1,-1,-1,1610612865,1610612866,1610612866,-1610612607,11
11,-1610612620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1610612854,1610612855,1610612855,1610612855,1610612855,-1610612618,11
11,-1,-1,-1,-1,-1,-1,127,-1610612604,-1610612604,-1610612604,-1610612604,-1610612604,-1610612604,-1610612609,-1,-1,1610612848,123,115,-1610612604,-1610612604,-1610612604,-1610612604,-1610612604,-1610612609,-1,-1,-1,-1,-1,-1,-1,-1,11
11,-1,-1,-1,-1,-1,-1,132,21,21,21,21,21,21,-1073741692,-1,-1,-1,1610612851,19,19,19,19,19,19,-1073741692,-1,-1,-1,-1,-1,-1,-1,-1,11
11,-1,-1,-1,-1,-1,-1,1610612863,1610612868,1610612868,1610612868,1610612868,1610612868,1610612868,131,-1610612607,-1,-1,-1073741713,-1073741709,1610612868,1610612868,1610612868,1610612868,1610612868,-1073741697,-1,-1,-1,-1,-1,-1,-1,-1,11
