-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,44,-1,-1,44,44,44,44,44,44,44,44,44,44,44,44,1610612894,44,44,1610612894,44,44,44,44,44,44,44,-1,-1,-1,-1
-1,-1,44,-1,-1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1610612894,44,44,1610612894,44,44,44,44,44,44,44,-1,-1,-1,-1
-1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,44,44,1610612894,44,44,44,44,44,44,44,44,-1,-1,-1
-1,44,44,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44,44,44,44,44,-1,44,44,1610612894,44,44,44,44,44,44,44,44,-1,-1,-1
-1,158,158,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,158,-1,-1,-1,44,44,-1,-1,-1,-1,-1,-1,44,44,44,44,44,-1
-1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1610612894,44,44,44,44,-1,-1,-1,-1,44,44,44,44,44,-1,-1
-1,44,44,44,44,-1,-1,-1,-1,-1,-1,-1,-1,44,44,44,44,44,44,1610612894,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1,-1
-1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1610612894,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,-1
-1,-1,-1,-1,-1,-1,-1073741666,-1073741666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1073741666,-1073741666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44,44,44,44,-1
-1,-1,44,-1,44,-1,44,44,-1,-1,44,44,44,44,44,-1,-1,44,44,44,44,44,44,44,44,44,44,44,-1,44,44,44,44,44,-1
-1,44,44,44,44,-1,44,44,-1,44,44,44,44,44,44,-1,-1,44,44,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,-1
-1,44,44,44,-1,-1,44,44,44,44,-1,-1,-1,-1,-1,-1,-1,44,44,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,-1
-1,44,-1,-1,-1,-1,44,44,-1,-1,-1,-1,44,44,44,44,44,44,44,-1,44,-1,-1,-1,44,-1,-1,-1,-1,44,44,44,-1,44,-1
-1,44,-1,44,44,44,44,44,-1,-1,-1,-1,44,-1,-1,-1,-1,44,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,-1,44,44,44,-1
-1,44,1610612894,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1610612578,44,44,44,-1,44,44,44,-1
-1,-1,-1,44,44,-1,-1,44,44,44,-1,-1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,-1610612578,44,44,44,44,-1,44,-1,-1
-1,-1,44,44,44,-1,-1,44,44,44,-1,-1,44,44,44,-1,44,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,44,44,-1
-1,-1,44,44,44,44,44,44,44,44,44,44,44,44,44,-1,44,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,44,44,-1
-1,-1,-1073741666,-1,44,44,44,44,44,-1,-1,-1,-1,44,44,-1,-1,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,44,44,-1
-1,-1,44,-1,44,44,44,44,44,-1,-1,-1,-1,44,44,-1,-1,-1,44,-1,44,-1,44,-1,44,-1,-1,44,44,44,44,44,44,44,-1
-1,-1,44,-1,44,44,44,44,44,-1,-1,-1,-1,-1073741666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,44,-1,-1,44,44,44,-1
-1,-1,44,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,44,44,44,44,44,44,44,44,44,44,44,-1610612578,44,44,44,-1,-1,-1,-1,44,-1,-1
-1,-1,-1,-1,44,44,44,44,44,44,-1,-1,-1,44,44,-1,-1,44,-1,44,-1,44,-1,44,-1610612578,44,44,44,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
